URL,Supervisor,Observações
http://corrupcaobrnews.org/urgentearthur-mamaefalei-foi-assassinado-enquanto-gravava-manifestacao-no-abc-paulista/,Falsa,
http://www.e-farsas.com/marielle-franco-foi-esposa-do-marcinho-vp-era-do-comando-vermelho.html,Verdadeira,
https://www.ceticismopolitico.org/desembargadora-quebra-narrativa-do-psol-e-diz-que-marielle-se-envolvia-com-bandidos-e-e-cadaver-comum/,Falsa,
https://capricho.abril.com.br/famosos/bruna-marquezine-nao-quer-renovar-contrato-com-a-globo-diz-colunista/,Falsa,
https://catracalivre.com.br/geral/cidadania/indicacao/marielle-2/,Verdadeira,
http://www.fetecpr.org.br/mbl-e-o-maior-difusor-de-noticias-falsas-conclui-pesquisa-da-usp/,Falsa,
https://g1.globo.com/politica/noticia/pgr-apresenta-ao-supremo-nova-denuncia-contra-lula-gleisi-paulo-bernardo-e-marcelo-odebrecht.ghtml,Verdadeira,
https://www.sensacionalista.com.br/2018/04/30/entregar-declaracao-do-ir-no-ultimo-dia-e-reconhecido-como-patrimonio-imaterial-do-brasil/,Falsa,
https://www.sensacionalista.com.br/2018/04/27/novo-cd-de-post-malone-beerbongs-bentleys-e-parado-na-lei-seca/,Falsa,
https://www.sensacionalista.com.br/2018/04/27/frase-precisamos-conversar-e-maior-causa-de-infarto-em-homens/,Falsa,
http://www.imprensaviva.com/2017/12/joaquim-barbosa-que-nao-prendeu-lula-no.html,Falsa,
http://www.jb.com.br/pais/noticias/2018/04/30/defesa-de-azeredo-recorre-de-condenacao-em-segunda-instancia/,Verdadeira,
https://g1.globo.com/pr/parana/noticia/sindicalista-baleado-em-acampamento-pro-lula-tem-alta-da-uti.ghtml,Verdadeira,
https://www1.folha.uol.com.br/mercado/2018/04/brasil-tem-rombo-de-r-25-bilhoes-nas-contas-publicas-em-marco-pior-para-o-mes.shtml,Verdadeira,
https://www1.folha.uol.com.br/mercado/2018/04/dolar-sobe-6-em-abril-e-tem-maior-alta-mensal-desde-novembro-de-2016.shtml,Verdadeira,
https://www1.folha.uol.com.br/cotidiano/2018/04/apos-assassinato-de-pm-grande-belem-tem-27-mortes-em-dois-dias.shtml,Verdadeira,
https://g1.globo.com/economia/noticia/investimento-perde-forca-com-incerteza-politica-e-ritmo-lento-da-economia.ghtml,Verdadeira,
http://www.jb.com.br/pais/noticias/2018/04/30/michel-temer-diz-que-desempregados-no-brasil-nao-devem-perder-a-esperanca/,Verdadeira,
http://corrupcaobrnews.org/manuela-davila-revela-seu-projeto-polemico-sobre-aborto/,Falsa,
http://corrupcaobrnews.org/estatizar-o-xvideos-e-um-dos-projetos-de-oscar-maroni/,Falsa,
https://capricho.abril.com.br/famosos/bruna-marquezine-nao-quer-renovar-contrato-com-a-globo-diz-colunista/,Falsa,
http://www.bbc.com/portuguese/brasil-43931263,Verdadeira,
http://www.bbc.com/portuguese/brasil-43902755,Verdadeira,
https://g1.globo.com/sp/sao-paulo/noticia/moradores-de-ocupacao-pagavam-r-400-de-aluguel-em-predio-que-desabou-em-sp.ghtml,Verdadeira,
"https://www.terra.com.br/noticias/mundo/europa/tesoureiro-do-vaticano-sera-julgado-na-australia-por-historico-de-delitos-sexuais,f9c105856358e82b50c8a99aa719a2ffb9dzu5c5.html",Verdadeira,
"https://www.em.com.br/app/noticia/internacional/2018/05/01/interna_internacional,955508/atentados-suicidas-fazem-37-mortos-na-nigeria.shtml",Verdadeira,
https://veja.abril.com.br/economia/supermercado-zaffari-e-condenado-a-pagar-indenizacao-por-racismo/,Verdadeira,
https://g1.globo.com/rj/rio-de-janeiro/noticia/policia-civil-oferece-protecao-a-testemunha-que-citou-participacao-de-vereador-e-miliciano-em-morte-de-marielle.ghtml,Verdadeira,
http://agenciabrasil.ebc.com.br/justica/noticia/2018-05/toffoli-propoe-restricao-de-foro-especial-para-todas-autoridades,Verdadeira,
"https://www.em.com.br/app/noticia/nacional/2018/05/09/interna_nacional,957497/homem-que-era-dado-como-desaparecido-nos-escombros-de-predio-e-localiz.shtml",Verdadeira,
https://notisul.com.br/geral/134785/padre-e-condenado-a-mais-de-30-anos-de-prisao,Verdadeira,
https://g1.globo.com/sp/sao-paulo/noticia/corta-a-carne-fornece-ovos-para-as-criancas-disse-empresario-em-grampo-de-investigacao-sobre-fraude-na-merenda.ghtml,Verdadeira,
"https://www.em.com.br/app/noticia/internacional/2018/05/09/interna_internacional,957517/trump-complica-equacao-com-pyongyang-ao-retirar-eua-de-acordo-iraniano.shtml",Verdadeira,
https://www.revistaforum.com.br/em-nova-carta-lula-defende-gleisi-hoffmann-e-reafirma-que-e-candidato/,Verdadeira,
http://agenciabrasil.ebc.com.br/justica/noticia/2018-05/caso-odebrecht-pgr-pede-mais-60-dias-para-investigar-eunicio-e-maia,Verdadeira,
https://oglobo.globo.com/sociedade/ciencia/cientistas-desvendam-misterio-da-dissipacao-de-energia-no-campo-magnetico-da-terra-22667995,Verdadeira,
https://g1.globo.com/rj/rio-de-janeiro/noticia/amigo-de-piloto-morto-em-queda-de-helicoptero-no-mar-da-barra-da-tijuca-diz-que-ele-era-comandante-experiente.ghtml,Verdadeira,
"https://www.em.com.br/app/noticia/politica/2018/05/09/interna_politica,957322/joaquim-barbosa-se-torna-o-vice-dos-sonhos-de-presidenciaveis.shtml",Verdadeira,
"https://politica.estadao.com.br/noticias/eleicoes,militares-se-unem-para-lancar-71-candidatos-nas-eleicoes-2018,70002300707",Verdadeira,
https://exame.abril.com.br/brasil/ex-ministro-diz-a-moro-que-empresario-emprestou-sitio-a-lula/,Verdadeira,
http://jconline.ne10.uol.com.br/canal/cidades/geral/noticia/2018/05/09/cobra-entra-em-residencia-e-come-pato-de-estimacao-no-ipsep-338555.php,Verdadeira,
https://www.conjur.com.br/2018-mai-08/ex-ministro-geddel-vieira-lima-vira-reu-stf-lavagem,Verdadeira,
http://www.olhardireto.com.br/noticias/exibir.asp?id=445813&edt=33&noticia=preso-savi-diz-estar-tranquilo-e-que-ira-cumprir-o-que-for-determinado-pela-justica,Verdadeira,
"https://www.em.com.br/app/noticia/internacional/2018/05/09/interna_internacional,957509/candidata-a-chefiar-a-cia-promete-nao-retomar-programas-de-tortura.shtml",Verdadeira,
https://veja.abril.com.br/mundo/terroristas-matam-a-pedradas-mulher-que-teria-11-maridos-na-somalia/,Verdadeira,
https://veja.abril.com.br/mundo/estrada-polonesa-e-interditada-por-12-toneladas-de-chocolate-quente/,Verdadeira,
https://veja.abril.com.br/mundo/putin-e-netanyahu-discutem-tensao-no-oriente-medio-sem-o-acordo-com-ira/,Verdadeira,
https://www.brasildefato.com.br/2018/05/08/oea-questiona-brasil-sobre-intervencao-no-rio-e-execucao-de-marielle/,Verdadeira,
https://www.jn.pt/mundo/interior/jovem-morre-depois-de-chamar-ambulancia-e-ser-gozada-por-operadora-9325036.html,Verdadeira,
https://g1.globo.com/ciencia-e-saude/noticia/garoto-recupera-a-consciencia-depois-de-pais-assinarem-doacao-de-seus-orgaos.ghtml,Verdadeira,
https://exame.abril.com.br/economia/decreto-vai-regulamentar-relicitacao-de-concessoes-de-infraestrutura/,Verdadeira,
https://g1.globo.com/ba/bahia/noticia/com-fila-de-1km-eleitores-esperam-mais-de-10h-por-atendimento-no-ultimo-dia-para-regularizar-situacao-em-salvador.ghtml,Verdadeira,
https://g1.globo.com/rn/rio-grande-do-norte/noticia/rio-grande-do-norte-tem-mais-de-r-2-milhoes-em-fraudes-no-seguro-desemprego.ghtml,Verdadeira,
http://www.redebrasilatual.com.br/trabalho/2018/05/stf-suspende-julgamento-que-questiona-item-da-lei-trabalhista,Verdadeira,
https://br.noticias.yahoo.com/homem-e-preso-por-ejacular-em-mulher-no-metro-170528325.html,Verdadeira,
https://istoe.com.br/adolescente-e-preso-suspeito-de-extorquir-e-divulgar-fotos-intimas-de-prefeita/,Verdadeira,
https://g1.globo.com/rj/rio-de-janeiro/noticia/rocinha-tiroteio-em-confronto-entre-pm-e-bandidos-nesta-quarta-video.ghtml,Verdadeira,
https://g1.globo.com/rj/rio-de-janeiro/noticia/miliciano-delatado-no-caso-marielle-esta-preso-acusado-de-ser-mandante-de-execucao-semelhante-em-2015.ghtml,Verdadeira,
http://www.gshowplay.com/2018/05/homem-ganha-direito-de-receber-auxilio.html,Falsa,
http://www.midiaimparcial.com/2018/05/homem-foi-apertar-no-esquilo-e-quase.html,Falsa,
http://www.semprequestione.com/2018/04/funcionario-de-necroterio-e-cremado-por.html,Falsa,
https://thiagomaiablog.wordpress.com/2018/04/20/brasil-tera-o-inverno-mais-frio-dos-ultimos-100-anos/,Falsa,
http://portaldozacarias.com.br/site/noticia/pastor-deixa-mulher-tetraplagica-apas-arremessa-la-no-chao-de-igreja-para-cura-la-de-dores-nas-costas--no-interior-do-amazonas/,Falsa,
http://fiquesabendo.org/escondido-da-familia-rapaz-vende-um-rim-para-ter-um-casamento-chique-e-morre-um-mes-depois/,Falsa,
https://republicadecuritiba.net/2018/03/19/ponte-construida-e-projetada-por-feministas-desaba-e-mata-seis-pessoas/,Falsa,
http://corrupcaobrnews.org/bomba-mst-tenta-invadir-casa-e-e-fatiado-com-espada-samurai/,Falsa,
http://corrupcaobrnews.org/marco-feliciano-propoe-projeto-de-lei-que-criminaliza-sexo-anal/,Falsa,
http://www.newsrondonia.com.br/noticias/jovem+morre+ao+fazer+sexo+oral+na+namorada/105672,Falsa,
https://www.ordemsecreta.com.br/homem-e-sequestrado-abusado-magia/,Falsa,
http://www.odetetive.com/2018/02/pabllo-vittar-ganha-programa-infantil.html,Falsa,
http://www.livrodaverdade.com/2017/07/pabllo-vittar-ganha-programa-infantil.html,Falsa,
https://www.revistaforum.com.br/isso-aqui-nao-e-brasil-gritavam-deputados-e-manifestantes-argentinos-para-protestar-contra-reforma-da-previdencia/,Falsa,
http://www.sejahomem.blog.br/urgente-apos-premio-no-faustao-psol-estuda-lancar-pablo-vittar-presidencia-em-2018/,Falsa,
http://www.curtamais.com.br/goiania/eleita-pela-billboard-engenheiros-do-hawaii-e-a-banda-mais-inteligente-do-mundo,Falsa,
https://www.sensacionalista.com.br/2018/05/08/bolsonaro-nao-vai-a-debates-porque-adolescente-nao-assiste-tv-aberta/,Falsa,
https://www.sensacionalista.com.br/2018/05/09/89-das-pessoas-choram-mais-em-morte-de-personagem-de-serie-do-que-de-parentes-dia-pesquisa/,Falsa,
https://www.sensacionalista.com.br/2018/05/04/temer-vai-ser-contratado-pelo-sensacionalista-a-partir-de-2019/,Falsa,
https://www.sensacionalista.com.br/2018/05/07/cachorro-de-marcela-se-jogou-no-lago-por-ter-que-conviver-com-temer/,Falsa,
https://www.sensacionalista.com.br/2018/05/07/temer-fecha-500-agencias-dos-correios-para-evitar-que-lula-receba-cartas/,Falsa,
https://www.sensacionalista.com.br/2018/04/19/gleisi-hoffmann-investigada-por-ouvir-disco-da-al-cione/,Falsa,
https://www.sensacionalista.com.br/2018/04/17/delegados-da-lava-jato-estao-decidindo-qual-vinho-harmoniza-melhor-com-aecio/,Falsa,
https://www.sensacionalista.com.br/2018/04/16/joaquim-barbosa-pede-vista-em-decisao-sobre-se-candidatar-e-pode-levar-ate-2022-para-dar-resposta/,Falsa,
https://www.sensacionalista.com.br/2018/04/13/gatos-pretos-evitam-cruzar-com-michel-temer-nesta-sexta-feira-13/,Falsa,
https://g1.globo.com/politica/blog/valdo-cruz/post/2018/05/28/depois-da-solucao-emergencial-governo-vai-discutir-ajuste-permanente-na-politica-de-precos-da-petrobras.ghtml,Verdadeira,
https://g1.globo.com/rio-de-janeiro/ao-vivo/tempo-transito-acontece-agora-rj.ghtml,Verdadeira,
https://g1.globo.com/economia/noticia/greve-dos-caminhoneiros-causa-prejuizo-de-r-1-bilhao-a-cadeia-produtiva-de-leite-diz-entidade.ghtml,Verdadeira,
https://g1.globo.com/sp/sao-paulo/noticia/mpf-denuncia-dois-ex-agentes-pela-morte-e-ocultacao-de-cadaveres-de-militantes-durante-a-ditadura-militar.ghtml,Verdadeira,
https://noticias.r7.com/economia/governo-considera-aumentar-impostos-para-bancar-diesel-28052018,Verdadeira,
https://g1.globo.com/ba/bahia/noticia/caminhoneiros-fecham-bas-526-e-535-em-protesto-contra-aumento-do-valor-do-diesel.ghtml,Verdadeira,
https://g1.globo.com/ba/bahia/noticia/estudantes-lotam-campus-party-em-salvador-e-contam-sensacao-de-participar-do-evento-tudo-aqui-e-uma-experiencia.ghtml,Verdadeira,
http://idgnow.com.br/internet/2018/01/29/com-379-mil-clientes-digitais-banco-inter-cresce-lucro-em-89/,Verdadeira,
https://pt.wikipedia.org/wiki/Pris%C3%A3o_de_Luiz_In%C3%A1cio_Lula_da_Silva,Verdadeira,
https://www.jornaldopais.com.br/clamor-94-da-sociedade-brasileira-quer-uma-intervencao-militar/,Falsa,
https://noticias.uol.com.br/cotidiano/ultimas-noticias/2018/05/28/servicos-essenciais-estao-garantidos-em-sp-por-mais-24-horas-diz-covas.htm,Verdadeira,
http://becodofuxico.com.br/pablo-vittar-vai-ganhar-mais-de-1-milhao-para-cantar-hino-brasileiro-na-copa-do-mundo/,Falsa,
https://extra.globo.com/noticias/economia/postos-recebem-combustivel-em-varios-bairros-tem-longas-filas-22724780.html,Verdadeira,
https://www1.folha.uol.com.br/mercado/2018/05/petroleiros-incluem-preco-dos-combustiveis-em-pauta-da-greve-por-apoio-popular.shtml,Verdadeira,
https://www.diariodobrasil.org/senadora-petista-e-a-favor-do-aborto-porque-o-bebe-pode-nascer-com-sinusite-ou-rinite/,Falsa,
https://www.noticiasbrasilonline.com.br/sem-qualquer-aviso-previo-exercito-comeca-a-fiscalizar-senadores-em-brasilia/,Falsa,
http://www.sigaoned.com/2018/05/oab-decide-aprovar-todos-os-candidatos.html,Falsa,
https://jornalggn.com.br/noticia/temer-oficializa-o-fim-do-projeto-farmacia-popular,Falsa,
http://www.thefolha.com.br/2018/04/nova-etapa-da-lava-jato-pode-banir-pt.html,Falsa,
http://www.zero71noticias.com.br/fatima-bernardes-reforma-casa-de-familia-de-ladrao-morto-por-mae-pm-boato/,Falsa,
http://www.gobyrios.com.br/noticia/3117/direitos-humanos-pede-a-prisao-de-mae-pm-que-matou-ladrao-na-porta-de-escola.html,Falsa,
https://noticias.gospelmais.com.br/marina-silva-carta-compromisso-casamento-gay-97882.html,Falsa,
http://sucessagemnews.com.br/2018/01/17/tribunal-divulga-documento-que-prova-a-inocencia-de-lula/,Falsa,
http://www.semprequestione.com/2018/04/medico-vacina-contra-gripe-alerta.html,Falsa,
https://g1.globo.com/rio-de-janeiro/ao-vivo/tempo-transito-acontece-agora-rj.ghtml,Verdadeira,
http://noticiastopissimas.blogspot.com/2017/08/neymar-e-encontrado-morto-apos-tentar_11.html,Falsa,
http://noticiastopissimas.blogspot.com/2017/08/aos-14-anos-e-28cm-de-penis-jean-paulo.html,Falsa,
http://noticiastopissimas.blogspot.com/2017/08/bolsonaro-torna-se-inelegivel-apos-ser.html,Falsa,
http://oledobrasil.com.br/bonner-abre-jornal-nacional-sem-dizer-boa-noite-carille-e-chateia-tecnico-do-corinthianss/,Falsa,
http://etlandiatv.com.br/postagens/neymar-e-encontrado-morto-apos-chupar-o-proprio-joelho/,Falsa,
https://globoesporte.globo.com/rj/futebol/brasileirao-serie-a/jogo/03-06-2018/flamengo-corinthians.ghtml,Verdadeira,
http://www.portaldecanoinhas.com.br/noticia/924/Novo+gerente+regional+de+Saude+e+nomeado+na+regiao,Verdadeira,Local
https://globoesporte.globo.com/ba/futebol/times/bahia/noticia/com-o-bahia-no-z-4-guto-ferreira-nao-resiste-a-derrota-e-e-demitido.ghtml,Verdadeira,
https://globoesporte.globo.com/ba/futebol/brasileirao-serie-a/jogo/03-06-2018/bahia-gremio.ghtml,Verdadeira,
https://globoesporte.globo.com/mg/futebol/brasileirao-serie-a/jogo/03-06-2018/america-mg-atletico-pr.ghtml,Verdadeira,
https://radar64.com/noticia/janio-natal-defende-tambem-passagens-mais-baratas_38803.html,Verdadeira,Local
https://radar64.com/noticia/acusado-de-estupro-de-bebe-e-espancado-ate-a-morte_38801.html,Verdadeira,Local